Date,TRU,DAU,Items,Trans,Items Per Trans,Items per DAU,Conversion,Cash Flow,Return Customer,Time Spend Per Day(seconds)
2018-03-28,659366.0771124617,19258.532826747727,43429.10999999956,3428.089999999966,17.580000000000037,1.2999999999999758,2.2999999999999887,4527.009999999886,39.289007092198396,82.90303951367781
2018-03-29,656556.1833723403,19402.733574468093,43429.109999999564,3428.089999999972,17.579999999999952,1.299999999999977,2.2999999999999794,4527.009999999891,40.77674468085101,77.26870212765952
2018-03-30,662561.8670428008,20971.560787937786,43429.10999999955,3428.0899999999615,17.580000000000105,1.2999999999999752,2.2999999999999967,4527.009999999882,38.04226653696486,95.87463035019464
2018-03-31,657613.6307777767,19787.249787878794,43429.10999999956,3428.0899999999656,17.58000000000004,1.2999999999999758,2.2999999999999896,4527.009999999886,38.86634343434332,94.75048484848473
2018-04-01,661878.6723426209,20008.955180598554,43429.10999999956,3428.0899999999683,17.580000000000005,1.2999999999999763,2.299999999999985,4527.009999999888,42.83256965944268,93.82182662538696
2018-04-02,655313.4242264141,18637.92109433964,43429.10999999954,3428.0899999999583,17.580000000000155,1.2999999999999745,2.300000000000002,4527.009999999878,39.49558490566026,93.53845283018887
2018-04-03,658882.3902761338,18712.07836291913,43429.10999999955,3428.089999999963,17.58000000000008,1.2999999999999754,2.299999999999994,4527.009999999883,39.7915285996055,82.48086785009866
2018-04-04,662526.8344269191,18870.08522607781,43429.109999999564,3428.0899999999706,17.57999999999997,1.2999999999999767,2.2999999999999816,4527.00999999989,40.16585699263925,80.52654048370131
2018-04-05,667492.1842598178,19185.92201409871,43429.10999999956,3428.0899999999656,17.580000000000048,1.2999999999999758,2.29999999999999,4527.009999999886,37.1872910372607,82.42664652567976
2018-04-06,666380.2933396772,19220.7796955281,43429.10999999954,3428.089999999959,17.58000000000014,1.2999999999999747,2.3000000000000007,4527.009999999879,40.02163653663172,84.4157849666984
2018-04-07,661926.5625564684,19127.32248459959,43429.10999999956,3428.089999999968,17.580000000000013,1.2999999999999763,2.299999999999986,4527.009999999887,40.33059548254613,86.97679671457917
2018-04-08,660950.5416442609,18887.60801447777,43429.10999999956,3428.0899999999683,17.580000000000002,1.2999999999999763,2.2999999999999847,4527.009999999888,39.87028955532562,87.57013443640133
2018-04-09,665151.9395069039,18944.819526627252,43429.10999999955,3428.089999999963,17.58000000000008,1.2999999999999754,2.299999999999994,4527.009999999883,38.4285700197238,77.16767258382653
2018-04-10,664577.640536636,18732.727884416938,43429.10999999956,3428.0899999999683,17.580000000000005,1.2999999999999763,2.299999999999985,4527.009999999888,40.15885448916401,81.04038183694522
2018-04-11,657263.2162153845,17929.10484102563,43429.10999999956,3428.0899999999674,17.580000000000016,1.2999999999999763,2.2999999999999865,4527.009999999887,34.69305641025631,83.08209230769243
2018-04-12,667165.5842585155,19053.02215430863,43429.10999999956,3428.0899999999647,17.580000000000055,1.2999999999999756,2.299999999999991,4527.009999999885,36.797164328657175,78.79112224448909
2018-04-13,658665.2481818176,18186.447150890388,43429.10999999954,3428.0899999999574,17.580000000000165,1.2999999999999743,2.3000000000000034,4527.009999999877,36.19818181818172,80.10443298969079
2018-04-14,661794.5335209818,18847.050614124862,43429.10999999956,3428.0899999999674,17.58000000000002,1.299999999999976,2.299999999999987,4527.009999999887,37.12309109518929,89.09111566018427
2018-04-15,665411.8336363635,19069.054729207008,43429.10999999955,3428.089999999961,17.580000000000112,1.299999999999975,2.2999999999999976,4527.009999999881,39.003442940038624,89.6837040618956
2018-04-16,662681.6753367874,18422.285378238368,43429.10999999956,3428.0899999999688,17.58,1.2999999999999765,2.2999999999999843,4527.009999999888,37.30299481865274,81.89436269430058
2018-04-17,658018.7508640767,17574.46414563107,44234.36960194146,3650.5479902912375,19.542213592233185,1.316281553398038,2.703058252427198,4559.526145630993,36.146922330097,71.32008737864068
2018-04-18,671098.6617994095,18897.26561455263,44295.245870206214,3651.6071091445187,20.40992133726668,1.3515437561455028,2.640639134709939,4567.182192723617,37.93468043264499,81.74429695181911
2018-04-19,664597.0220443085,18165.37734138971,43717.10699899272,3511.004451158091,19.767522658610417,1.3088620342396557,2.5999597180261893,4540.127311178167,37.87091641490427,78.1811178247734
2018-04-20,667685.1969509792,18688.640598039226,43716.235156862575,3507.0495784313557,20.166676470588403,1.3080490196078192,2.43345098039216,4540.935313725407,35.72288235294111,76.23861764705887
2018-04-21,667069.6837798547,19059.567673935595,43755.396220145085,3503.5574766354953,19.73371754932513,1.3101038421598945,2.431526479750774,4543.165441329095,35.974215991692525,82.03393561786095
2018-04-22,669303.1788043473,19247.233152173954,44600.54306324088,3656.0403260869475,21.75554347826105,1.3297727272727113,2.879624505928864,4581.075167984127,40.48444664031605,89.89055335968372
2018-04-23,668395.2615466928,18510.436215953312,44652.832694552424,3682.2446595330684,21.747130350194716,1.350262645914379,3.1768385214007893,4584.547480544682,38.739863813229434,85.492538910506
2018-04-24,662230.7208419951,17870.458711018688,44062.98405405388,3559.798575883564,21.470530145530304,1.3211850311850133,2.6146777546777633,4558.328097713036,36.858305613305475,87.65432432432443
2018-04-25,667771.572208791,18427.163670329654,43882.61297802183,3526.885483516475,21.247505494505578,1.3141758241758041,2.642087912087909,4550.261857142798,37.52299999999994,81.82371428571425
2018-04-26,661445.6898646042,17717.561653771772,43772.574506769706,3503.856518375234,20.79776595744693,1.3093230174081,2.5042069632495214,4544.796054158535,38.69133462282388,91.75887814313351
2018-04-27,667207.6447047241,17991.84958661418,43918.14673228327,3524.3914468503767,21.625679133858437,1.3126771653543086,2.501958661417325,4553.114685039301,37.626269685039254,89.32528543307083
2018-04-28,659458.8734954403,17719.177983789265,43710.14915906772,3489.3741641337233,21.338865248227098,1.3120770010131506,2.531084093211759,4540.509696048557,37.40938196555207,90.36189463019241
2018-04-29,663979.3913697207,18161.17450051494,43777.42420185355,3497.8584860967944,21.301503604531515,1.3078269824922542,2.439938208032952,4544.887116374802,41.93506694129755,97.69640576725035
2018-04-30,661339.8837524753,17637.306613861412,43744.868623762144,3488.150831683163,21.33091089108929,1.30957425742572,2.4425940594059425,4543.586584158339,37.800207920791955,87.70235643564374
2018-05-01,662533.9598782766,17640.843576779025,44082.050664793824,3539.0714325842578,23.558698501872875,1.3315543071160834,2.560440074906378,4562.5539513108,37.87462546816476,94.3449063670413
2018-05-02,659706.8276243646,17288.80344162438,43827.369167512516,3496.677380710644,21.631431472081378,1.312822335025361,2.4641624365482224,4547.695898477086,37.71316751269017,86.35193908629442
2018-05-03,661067.4847120421,17328.715120418856,43764.86760209407,3490.2674869109824,22.11782198952896,1.3107748691099277,2.5004188481675396,4544.896115183182,39.14760209424075,84.3344188481676
2018-05-04,657230.5205982915,17100.986628679984,43663.6609401707,3473.2574643874495,21.089325735992606,1.3066761633428061,2.420617283950622,4538.627018043608,38.978195631528834,87.31330484330496
2018-05-05,664678.0164383556,17852.646975763946,43766.103213909184,3489.2785353003046,20.96397260273985,1.3059325605900747,2.4427186512118,4544.1763013697955,38.133740779768104,90.57339304531078
2018-05-06,666382.2917356994,17894.28302761342,43736.11696252447,3487.899329388544,21.06113412228814,1.3043885601577694,2.3939053254437845,4542.541153846086,38.87369822485191,91.13441814595686
2018-05-07,655642.5238910508,16962.459824902726,43608.54310311271,3464.307052529167,21.321877431906838,1.3075194552528957,2.435505836575879,4535.9531614785255,40.084221789883145,88.64428988326864
2018-05-08,662917.589500998,17429.08765469064,43752.30332335308,3484.705269461061,21.63759481037944,1.312165668662653,2.433073852295411,4543.569720558815,35.40576846307372,86.33746506986034
2018-05-09,665094.1713457946,17547.77590654207,43941.515785046475,3491.993130841104,22.740224299065677,1.3258411214953039,2.5234018691588935,4557.807299065344,38.28396261682231,85.81516822429917
2018-05-10,662129.1785091265,17318.606318458413,43782.97968559818,3480.5104361054687,22.533965517241587,1.3118154158214799,2.479563894523329,4546.691693711894,34.52920892494913,86.72506085192697
2018-05-11,667273.878806112,17701.603142311356,43778.20389684793,3484.149522445069,22.619407831900883,1.3375549188156406,2.526895893027706,4545.564794651308,31.96756446991391,87.65800382043935
2018-05-12,661997.3931624758,17554.655290135404,43660.85305609257,3470.4999419729093,21.589787234042724,1.3083462282398226,2.403907156673113,4538.708984526037,35.061528046421515,93.9384816247583
2018-05-13,665064.0947932118,17782.69198303287,43702.519512194915,3475.7477624602234,21.050604453870783,1.3055461293743156,2.3947826086956474,4540.76838812294,34.87024390243891,95.36590668080609
2018-05-14,759954.2832834225,17089.283850267395,43630.45542245971,3468.823208556134,21.45119786096271,1.303347593582865,2.3363422459892855,4537.633090909015,37.21431016042769,11.905625668449202
2018-05-15,666125.8975962441,18040.809427230073,44040.34887323922,3506.7584131455305,23.531549295774933,1.3347887323943441,2.5820375586854523,4560.059830985846,39.824065727699434,90.10124882629111
2018-05-16,724707.1478493554,35072.966729435124,45431.27841427128,3704.436402378576,23.836729435084507,1.3140931615460636,2.442814667988108,4591.2784340930975,44.69777998017828,50.41344895936571
2018-05-17,671772.4606005998,21988.080810810843,44451.031551551416,3561.090150150148,22.694124124124322,1.3204904904904706,2.523243243243248,4564.495645645578,43.190410410410315,108.21885885885878
2018-05-18,686461.7519980413,21090.757629774747,44430.5953379038,3557.6740156708925,22.873584720862176,1.3150734573946883,2.4832810969637684,4568.989529872613,41.80511263467183,106.44438785504403
2018-05-19,679904.871796875,20633.695761718773,44385.128144531016,3552.3009082031153,22.490458984375206,1.3141210937499792,2.4833203124999987,4567.689931640556,41.07207031249987,118.92187500000013
2018-05-20,679515.8538226594,19337.49436453203,44124.161339901315,3525.1353399014615,22.42408866995096,1.3093891625615544,2.414364532019707,4557.069773398949,43.981330049261,122.84753694581285
2018-05-21,679140.8991056918,18663.49046747969,44223.3143902437,3519.6139430894154,23.582378048780704,1.311971544715428,2.4138922764227653,4558.278810975547,42.899268292682784,107.99505081300825
2018-05-22,667683.2326320944,17733.940812133096,43994.87877690783,3494.2979060665257,23.011046966732135,1.3234148727984116,2.498033268101763,4552.716027397188,39.80896281800374,104.73270058708415
2018-05-23,668614.5132344759,17612.80442075999,45085.20228915641,3529.1974328081396,27.37921223354993,1.3506487488415024,2.564291010194634,4631.618619091687,41.83068582020372,102.63578313253007
2018-05-24,678052.9934513259,18178.603942969523,44417.951494591725,3510.285565388394,26.330009832841945,1.330688298918369,2.4828220255653877,4580.189823008789,41.95611602753183,103.52736479842682
2018-05-25,667624.8819642857,17384.173283730193,44308.21837301567,3507.5256845237964,25.853234126984454,1.3242162698412505,2.486081349206353,4574.0652678570805,41.79929563492058,106.83715277777779
2018-05-26,677945.3739879763,18411.984549098186,44595.45948897782,3537.4207214428693,24.39421843687399,1.3227054108216243,2.510801603206413,4589.7916533065545,40.26939879759505,106.46922845691404
2018-05-27,679139.2465664401,18405.604869059196,44261.07806983485,3514.8886129970756,24.719747817653,1.3150436469446918,2.4387099903006813,4569.356168768119,42.50837051406388,114.86163918525705
2018-05-28,667363.8754999992,17284.85356862746,43997.57907843117,3493.0862941176356,23.724990196078668,1.3155098039215471,2.4427745098039217,4559.48291176464,42.03498039215671,104.25097058823543
2018-05-29,666419.0250526309,17182.33257416271,43966.628641148134,3486.9888325358693,23.342593301435727,1.310746411483231,2.4159330143540734,4554.6462583731345,42.265215311004646,103.19113875598084
2018-05-30,655385.1576938566,16634.28957703928,43878.10817724045,3471.9726283987784,24.949254783484648,1.3221651560926284,2.4714098690835837,4552.236153071441,41.1892749244712,102.56066465256791
2018-05-31,677569.3176064905,17735.640294117664,44310.183894523194,3512.2965314401454,23.987312373225365,1.3130223123732039,2.432738336713999,4571.779442190608,43.03829614604452,102.06147058823535
2018-06-01,671365.4197906285,17442.836829511478,44012.240947158265,3494.480947158515,22.96001994017972,1.3261415752741568,2.604107676969101,4557.035523429646,41.03349950149543,100.00085742771688
2018-06-02,676580.4960311285,18027.566011673152,44137.399863813014,3507.8533365758594,22.85278210116756,1.3094941634241017,2.4133657587548676,4561.439717898763,43.14575875486375,107.05928988326848
2018-06-03,681959.944953095,18277.770731707322,43994.006791744665,3503.068649155711,22.901341463414848,1.3182082551594512,2.512016885553475,4554.832382739144,43.385553470919234,116.3858255159474
2018-06-04,670293.1603163263,17241.39789795919,43898.317499999794,3483.9772551020314,23.47208163265328,1.31908163265304,2.493020408163266,4551.318173469318,45.23745918367334,102.84871428571427
2018-06-05,680846.9424999998,17807.6705357143,44036.92398809504,3500.013740079353,21.8319146825399,1.3083234126983896,2.4334821428571507,4558.31679563485,42.717936507936386,102.81140873015866
2018-06-06,671912.2372874486,17421.757641700424,44107.23412955446,3500.716730769222,23.081912955465775,1.3146558704453242,2.485688259109317,4566.623927125439,40.63321862348166,105.06656882591084
2018-06-07,670824.0524787139,17346.55530747402,43947.60970671697,3487.6887795647913,23.251002838221673,1.317445600756836,2.5279091769158115,4556.944427625285,42.91298013245019,100.20535477767257
2018-06-08,666036.782995073,17130.761842364536,43792.93831527074,3472.6973990147667,23.05951724137953,1.3163251231526867,2.5483448275862126,4544.585625615692,42.912896551724046,103.4233103448276
2018-06-09,683206.8748421051,18251.20270813395,44138.30298564578,3514.2413779904227,22.637377990430885,1.3180861244018929,2.470956937799051,4560.011062200892,41.36300478468886,107.0926315789474
2018-06-10,680588.2931799595,18186.495787321088,43869.77676891602,3487.691513292423,22.61913087934579,1.3126584867075453,2.448844580777098,4548.000930470289,44.85385480572592,110.24901840490828
2018-06-11,677739.3741005026,17743.446914572876,44263.24464321592,3508.6399296482273,24.730864321608312,1.3189648241205827,2.500261306532661,4574.758854271297,39.5219999999999,104.1880100502513
2018-06-12,660835.9878225815,16825.31427419355,43996.54391129013,3483.7225504032194,24.494334677419623,1.3221068548386883,2.447379032258066,4557.226955645101,37.16604838709666,103.7754838709677
2018-06-13,678636.7200627613,17696.244351464404,44068.72951882828,3495.348755230116,23.90480125523031,1.3191527196652526,2.557416317991637,4559.683901673579,40.66059623430954,102.36112970711304
2018-06-14,674314.1739089179,17389.84211574953,43870.05370018951,3478.096622390877,23.463197343453803,1.3150948766603174,2.4711859582542792,4547.777950664057,37.12277039848184,103.908652751423
2018-06-15,673317.1800783542,17476.8146229187,44048.05012732595,3496.288090107718,22.993525954946403,1.3077473065621708,2.3888442703232142,4560.5360920665335,35.63315377081281,97.59766895200774
2018-06-16,665374.6019845094,17331.91403678607,43852.07135527576,3475.4587705711438,23.122449177154127,1.3169506292352158,2.5084511132623493,4549.308635043502,36.020454985479056,101.65175217812168
2018-06-17,671676.8052139312,17625.933990049733,43869.98749253715,3483.7319502487403,22.81345273631863,1.3108457711442552,2.419761194029853,4548.7161094526655,37.760129353233744,107.15217910447771
2018-06-18,670449.8474404771,17324.87837301588,43731.38315476176,3468.254384920622,22.027212301587557,1.308531746031723,2.38410714285714,4541.313085317389,37.794791666666534,87.33870039682535
2018-06-19,673147.438633017,17366.34484752891,47903.932618296356,3642.7970872765395,33.652691903260084,1.3981177707676007,2.741587802313361,4797.86854889585,37.3912092534173,102.11710830704527
2018-06-20,671049.5024188779,17404.763775811214,50274.251897738286,3705.5287905604637,32.45004916420876,1.4523303834808134,3.0141986234021805,4934.960216322473,41.27243854473929,119.33935103244833
2018-06-21,673037.8550917864,17324.74102415459,47072.434357487706,3628.401478260854,30.84505314009696,1.3879613526569925,2.7788115942029052,4980.273700482964,42.30898550724626,117.48503381642531
2018-06-22,672854.2214703017,17455.660185004894,46538.39876338837,3600.1457059396193,31.119201557936027,1.4274196689386411,2.913661148977621,4714.353398247276,38.573203505355266,115.96899707887053
2018-06-23,680934.7857849664,18244.002825880132,46449.30267364404,3621.1333967649707,30.432397716460873,1.3924262607040758,2.704919124643209,4720.0137773548495,40.98265461465262,119.75808753568042
2018-06-24,674645.2499121103,17730.73402343752,45660.306874999835,3563.462236328108,28.250761718750336,1.355585937499984,2.686289062500006,4652.3554101561995,40.78624023437486,122.76691406249992
2018-06-25,688041.0947596154,18065.16666346154,45604.51485576904,3568.725567307679,28.523653846154165,1.3532403846153709,2.640009615384622,4657.322624999946,41.87136538461531,113.99598076923061
2018-06-26,673803.0439271664,17399.386850393723,44919.89884842502,3525.332490157472,28.76731299212629,1.3428937007873871,2.5699606299212627,4610.695295275542,41.330590551180926,113.77235236220477
2018-06-27,673495.1333538463,17202.963425641028,45686.19827692293,3566.7230564102483,29.67405128205159,1.448758974358961,2.788123076923079,4668.850717948668,41.040871794871684,111.50009230769224
2018-06-28,672211.521687931,17147.07249263985,45376.2058096171,3557.145181550519,28.8710893032388,1.3518940137389437,2.6004317958783174,4653.555858684937,38.75766437683985,110.35627085377827
2018-06-29,681904.2895721395,17629.3202487562,45881.101194029805,3588.007024875617,32.219144278607224,1.3843184079601847,2.735064676616921,4689.259771144237,43.23852736318386,111.06882587064678
2018-06-30,680127.7157553971,17695.8473792395,45679.61927029787,3571.3838335046134,30.790164439876982,1.3653956834532244,2.63132579650566,4656.501233299022,42.925488180883754,113.69300102774928
2018-07-01,680906.8697411306,17846.714573346148,45628.23483221455,3565.2136529242484,30.3636912751681,1.3651102588686312,2.575838926174504,4663.0283700862365,40.571725790987415,113.70531160115038
2018-07-02,670189.7042270993,17037.416851145055,45154.6991030533,3539.4860973282266,29.639818702290437,1.3513645038167763,2.620830152671764,4635.895992366354,41.15693702290054,113.43592557251921
2018-07-03,678786.5719740785,17216.377328015973,45486.61604187423,3556.009750747746,29.62901296111694,1.343090727816533,2.5140977068793635,4647.9826121634605,43.026420737786566,106.59543369890343
2018-07-04,668896.3319438668,16998.81413721414,44904.72211018692,3521.91422037421,29.29407484407513,1.3449584199584055,2.54242203742204,4618.889449064401,43.16344074844064,113.72154885654882
2018-07-05,669199.2893572189,16944.441601685983,45121.11115911471,3535.2120653319216,30.30864067439441,1.3665964172813352,2.6100737618545873,4637.302644889306,42.09722866174917,108.57469968387777
2018-07-06,674999.6054580151,17207.932509542006,45469.282729007435,3536.7027290076257,32.0311641221378,1.3786164122137239,2.6731297709923774,4654.463196564838,41.47510496183195,107.3759064885498
2018-07-07,686315.1028934509,17915.885591397873,47675.87877810347,3712.2434995112344,28.879775171065734,1.3777810361681209,2.9346823069403847,4786.238113391943,40.478817204301045,110.93696969696954
2018-07-08,686279.6220189574,17843.497478673013,46647.75313744069,3625.2546445497474,29.906066350711196,1.3826540284360036,2.6996113744075934,4703.698180094748,42.53265402843594,115.68940284360202
2018-07-09,676713.9880655387,17306.628847780135,45384.28668076096,3568.443054968279,29.905401691332177,1.3965327695560106,2.759524312896411,4649.437875264229,42.984904862579164,113.23627906976749
2018-07-10,677141.3878660292,17322.841913875633,45209.42064114814,3550.770382775104,28.618382775119915,1.377559808612423,2.613291866028715,4631.881990430578,41.288889952152985,110.99322488038281
2018-07-11,679657.9093279842,17342.931283851573,45765.28990972902,3590.6704513540462,27.98513540621892,1.3367301905717013,2.5834603811434347,4668.692898696035,39.69567703109314,110.66558676028086
2018-07-12,687833.3974488787,17727.86852969817,45245.093719571334,3560.241626095419,28.36352482960111,1.351080817916245,2.6778188899708013,4636.994196689331,40.32693281402135,111.78714703018473
2018-07-13,671153.3413986673,17054.635975261685,45237.67235965731,3540.0634919124514,28.615889628925114,1.347421503330146,2.616726926736447,4636.884843006609,41.641265461465125,109.59212178877247
2018-07-14,673541.7260000006,17293.38298578197,45185.487497630136,3550.1250995260557,28.422398104265692,1.37187677725117,2.727507109004748,4652.388293838813,39.59756398104251,110.77297630331772
2018-07-15,670836.3256880736,17315.196085626918,44631.63240570836,3518.786595310893,27.70923547400644,1.3520183486238357,2.565851172273195,4664.294627930628,45.14337410805291,117.87218144750241
2018-07-16,667831.7893619145,16861.668454636103,44615.564526420596,3513.9072083748665,27.677906281156805,1.3434895314057667,2.5936689930209416,4644.258913260171,43.930329012961,114.39887337986032
2018-07-17,684243.3293800005,17662.01443999999,44699.067419999876,3523.2798199999856,28.414560000000307,1.3323299999999827,2.5065900000000014,4628.68798999994,42.379079999999824,116.27773999999987
2018-07-18,679941.8093986422,17456.291648884588,45273.47783705124,3557.425926285152,28.185790494665667,1.3892434529582753,2.7209602327837166,4680.7781086323475,40.04581959262837,115.85824442289055
2018-07-19,679101.5411459336,17339.135004897176,45060.05599412328,3544.02933398628,29.135053868756447,1.3493437806072324,2.5949951028403593,4657.56041136136,41.57119490695385,109.77473065621939
2018-07-20,669230.1230730729,16983.30432432436,44920.32923923906,3518.2441241241086,28.545235235235555,1.365735735735719,2.6018818818818854,4650.030150150103,37.713353353353206,111.70215215215212
2018-07-21,687006.7557950203,18045.14126436783,45396.58158045954,3566.3324233716326,27.495555555555892,1.3281800766283358,2.5408429118774003,4669.813524904162,33.78099616858223,111.86309386973184
2018-07-22,686269.3398805978,17858.58341293532,44794.646258706314,3531.5531840795898,27.687840796020165,1.3336417910447587,2.6332238805970274,4634.816875621842,37.23204975124367,117.81530348258725
2018-07-23,689104.2127462673,17864.140139303498,44944.63050746248,3529.9307164178963,27.680487562189356,1.3249751243780914,2.484298507462688,4634.130517412885,37.99368159203967,96.1523283582089
2018-07-24,688064.5017710368,17788.121340508817,45386.41943248509,3563.7548825831714,28.060009784736042,1.3681996086105521,2.680332681017618,4680.3137866927145,37.132876712328624,111.28691780821927
2018-07-25,680809.7929487182,17555.07285996057,46663.61376725824,3643.56761341222,30.574082840236944,1.3634418145956468,2.679635108481266,4786.423925049259,38.95619329388542,107.68903353057195
2018-07-26,683091.1990284588,17841.577026496576,46524.977998037124,3658.8594798822205,28.91874386653611,1.4175564278704418,2.983238469087356,4756.280166830167,40.458773307163725,123.1506182531893
2018-07-27,675330.0918101766,17595.012328767116,46213.026046966566,3616.048943248524,32.047954990215565,1.4049902152641733,2.692084148727988,4725.141046966691,42.85045988258308,127.18127201565547
2018-07-28,692135.1538915783,18321.3364569216,46954.9411519844,3621.321781219742,33.324201355276166,1.4212971926427735,2.864607938044542,4760.845004840235,42.468818973862454,126.46610842207176
2018-07-29,677282.5290080155,17837.28923847698,45449.983677354496,3551.8001703406676,28.80340681362763,1.3492585170340508,2.597515030060124,4670.773316633206,41.73576152304596,130.1586172344691
2018-07-30,685162.394191107,17849.990179754033,45693.2532355722,3580.558041627232,29.423263954588773,1.3507757805108642,2.6671428571428653,4675.825657521234,43.68954588457887,124.90350047303673
2018-07-31,679116.1126156943,17554.04795774646,45806.35952716292,3621.0391348088424,25.93154929577481,1.3615392354124616,3.0306841046277766,4655.203249496934,42.45471830985911,120.07785714285723
2018-08-01,681808.4860635223,17415.392030798834,46574.61025024037,3626.2114725697616,27.159181905678782,1.3518094321462792,2.639566891241585,4715.947555341628,42.43023099133773,119.6772858517806
2018-08-02,681617.0366535044,17421.899308983233,45566.12393879544,3589.315547877588,29.01153998025693,1.4004442250740199,2.7093287265547943,4661.278963474774,41.71276406712716,116.65756169792698
2018-08-03,672033.0392454624,17046.405893027695,45738.487774593916,3587.7780324737328,29.674574976122592,1.3829226361031357,2.6639923591213046,4687.665539637001,38.99122254059203,116.06470869149966
2018-08-04,698228.5348433044,18209.685916429276,46220.89430199404,3608.0743969610526,30.237606837607082,1.3541215574548755,2.6084995251661973,4704.573998100623,43.5328490028489,119.8071415004748
2018-08-05,693768.9783031456,18021.271410867506,45571.001153479345,3587.5536701620404,28.39528122020998,1.346043851286923,2.647883698760737,4663.986101048557,41.785452812202,125.49768350810268
2018-08-06,684160.0298854965,17508.89931297709,45814.10466603034,3579.5477099236546,29.598167938931585,1.3559446564885362,2.576574427480917,4665.659770992316,41.4566603053434,115.96430343511462
2018-08-07,695856.7490511639,17722.260400000043,46116.672241860244,3617.2028372092927,30.752660465116538,1.357776744186031,2.6189302325581463,4719.624762790652,43.542390697674264,119.95602790697657
2018-08-08,688141.9096410755,17396.776610169527,45689.37088733781,3576.4864805583074,29.15929212362939,1.3418145563309911,2.5659222333001055,4680.217158524377,43.28898305084741,121.04470588235311
2018-08-09,681418.1839665353,17307.867253937,46071.935816928926,3577.534891732281,34.87379921259878,1.3939960629921107,2.765777559055128,4715.059783464521,43.40949803149602,120.31130905511796
2018-08-10,694712.2498878693,17774.13720693171,47185.34338430153,3622.5990927624725,31.596075433231757,1.4016921508664455,2.600897043832824,4774.742069316967,40.102884811416864,119.3290316004075
2018-08-11,668754.4917309594,16997.876083086085,45240.03335311561,3554.647804154292,28.937190900099235,1.3461127596439024,2.608318496538086,4651.1170029673,40.744421364985044,119.3164985163204
2018-08-12,689191.627624365,17847.202548223355,45600.560253806936,3601.548578680192,27.882284263959573,1.3396040609136908,2.5663451776649757,4674.328852791836,42.521299492385616,124.0269238578683
2018-08-13,684210.5887215901,17396.320994318223,45214.99733901496,3578.8388068181703,27.520871212121488,1.3248958333333152,2.4949242424242444,4644.02050189388,42.95582386363617,119.47210227272738
2018-08-14,703761.9195853426,17998.480752169744,46095.28283510102,3615.86982642236,29.703972999035997,1.3520732883317081,2.5834811957569963,4711.052642237169,41.264609450337424,120.48852459016386
2018-08-15,683764.6502664126,17471.69254043767,45490.73839200745,3557.8715604186345,31.119010466222964,1.3491627021883743,2.530704091341587,4659.925375832483,40.52570884871542,116.8633491912462
2018-08-16,700015.5498575796,17786.690010172948,46357.23355035584,3621.2839674465836,29.667293997965693,1.3436826042726202,2.5839267548321483,4733.206551373299,38.50991861648011,118.01787385554421
2018-08-17,698815.6018208378,18060.066835443064,45195.38568646528,3554.902005842248,29.348617332035378,1.3425511197662938,2.5490262901655387,4641.567468354384,39.10444985394338,117.96128529698146
